ID NO,Name,Title,Date,Venue,Region,Oppose/Support,Party Affiliation,IDNO,Name,Month,Day ,Year,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
696,Kucinich,Representative,10-Sep-02,House,Iraq,0,D,696,Kucinich,9,10,2,153,30.6,17.65,82.35,60.13,11.11,5.23,0,4.58,0,0,0.65,5.88,9.15,15.69,8.5,2.61,8.5,0,3.92,18.95,5.88,2.61,2.61,0,0,5.88,0,0,0,6.54,1.96,4.58,0,1.96,2.61,16.99,2.61,1.31,0,0,1.96,1.31,7.19,2.61,0.65,0,0.65,0,1.31,0,1.31,0,0,9.15,1.31,4.58,2.61,1.96,3.27,0.65,0,0.65,0,1.96,0,0,0,5.23,2.61,0,0,0,0,3.92,0,0,0,0,11.76
811,Paul,Representative,10-Sep-02,House,Iraq,0,R,811,Paul,9,10,2,1058,24.6,27.03,71.55,47.83,10.49,2.84,0.19,1.89,0.19,0.19,0.38,7.66,6.24,12.29,8.98,2.84,6.99,0.76,3.5,9.64,4.06,4.16,1.98,0.85,0,5.29,0,0.09,0.19,8.13,3.12,4.73,0.57,3.59,0.19,18.34,2.55,2.93,0.95,2.17,2.65,0.66,3.97,4.16,0.57,0,0.19,0.09,0.19,0,0.19,0,0,9.07,0.95,4.16,3.88,2.17,2.27,0,0,0.38,0.19,1.98,0,0,0.09,1.61,4.25,0.09,0.09,3.78,0,0.66,0,1.13,0,0.09,11.72
882,Pence,Representative,12-Sep-02,House,Iraq,1,R,882,Pence,9,12,2,638,19.94,24.29,83.07,49.84,8.93,4.08,1.1,1.25,0,1.57,0.16,4.86,11.13,11.13,7.37,2.51,5.02,1.57,1.88,14.42,5.49,1.25,0.78,0.47,0,8.31,0.16,0,1.72,5.64,1.88,3.45,0.47,2.51,0,13.32,3.29,1.25,0.94,1.25,0.94,1.1,4.08,2.35,2.35,0,2.04,0.31,0.78,0.78,0,0,0,16.14,1.57,7.05,7.68,2.82,3.13,0.31,0.16,0.78,0.47,0.47,0,0,0,4.55,6.43,0.16,0.16,0.47,0,0.31,0,0.31,0,0,12.38
585,DeFazio,Representative,18-Sep-02,House,Iraq,0,D,585,DeFazio,9,18,2,751,22.76,25.43,76.43,52.73,12.92,7.19,1.33,2.26,0,2.13,1.46,5.73,8.92,9.72,6.13,3.06,5.06,0.53,3.46,13.18,4.93,1.33,2.8,0.4,0,10.12,0.27,0.4,1.07,4.93,1.6,3.33,0.53,2.13,0,16.51,2.66,1.2,1.46,3.33,1.46,0.13,4.26,3.06,0.93,0,0.8,0.13,0.13,0,0.13,0,0,12.38,1.73,5.99,4.39,2.26,2.13,0.13,0.27,0,0.4,1.07,0.13,0,0,4.79,5.99,0,0.27,0.53,0,0.4,0,1.07,0,0,13.05
586,McDermott,Representative,18-Sep-02,House,Iraq,0,D,586,McDermott,9,18,2,659,16.48,19.27,79.67,54.48,16.69,10.32,2.28,4.25,0.3,1.97,1.52,6.37,5.31,17.3,10.32,5.31,9.26,0.76,3.64,11.84,5.16,1.97,0.61,0.46,0,13.2,0,0,1.67,4.1,1.82,2.28,0,1.52,0.15,18.36,2.28,1.67,1.52,1.82,0.91,0.46,8.65,2.12,2.58,0.46,1.67,0,0.3,0.3,0,0,0,12.9,3.64,5.77,4.1,1.37,1.06,0.61,0.3,0,0.3,0.61,0.15,0.3,0.61,6.37,6.68,0.15,0,0.3,0,0,0,2.12,0,0,15.63
618,Foley,Representative,18-Sep-02,House,Iraq,1,R,618,Foley,9,18,2,203,15.62,29.06,77.83,48.77,9.85,6.9,0,2.46,0.49,1.97,1.97,2.96,7.39,11.82,8.37,2.46,7.88,0.49,3.94,11.33,6.4,2.46,0,0.49,0,13.3,0,0,0.49,5.91,3.45,2.46,0,2.46,0,15.27,0.99,0.99,2.96,1.48,0.99,0.49,5.42,4.43,1.48,0,1.48,0,0.99,0,0.49,0,0.49,16.75,2.46,8.87,4.93,3.45,3.94,0.99,0,0.99,0,0.49,0,0.49,0,6.4,8.37,0,0.99,0.49,0,0,0,0,0,0,16.26
619,Gibbons,Representative,18-Sep-02,House,Iraq,1,R,619,Gibbons,9,18,2,160,16,28.75,69.38,45,7.5,3.75,0.62,0.62,0,0,2.5,3.75,4.38,18.12,13.75,1.25,10,2.5,1.25,8.75,5,1.88,2.5,1.25,0,5,0,0,1.25,2.5,0,2.5,0,2.5,0,20,3.75,1.88,4.38,1.88,5,0,5.62,3.12,3.75,0.62,1.25,0.62,0.62,0.62,0,0,0,12.5,0.62,5.62,6.25,0.62,0.62,0,0,0.62,0,0.62,0,0,0,10.62,5.62,0,1.25,0.62,0,0,0,0.62,0,1.25,20
883,Pence,Representative,18-Sep-02,House,Iraq,1,R,883,Pence,9,18,2,195,19.5,20,73.33,50.26,6.67,5.13,0,5.13,0,0,0,1.54,11.28,11.79,7.18,3.08,4.62,0.51,4.1,15.38,5.13,2.05,1.03,0,0,7.18,0,0,1.03,4.62,1.03,3.59,0.51,3.08,0,20,3.59,4.1,0.51,1.03,1.03,1.54,7.69,2.05,1.03,0,1.03,0,1.03,1.03,0,0,0,10.77,3.08,5.13,2.56,2.56,1.03,0,0,0.51,0,2.56,0,0,0,4.62,7.18,0,0,0.51,0,0,0,2.05,0,1.03,15.38
679,Kaptur,Representative,19-Sep-02,House,Iraq,0,D,679,Kaptur,9,19,2,719,18.92,27.54,73.99,47.57,12.93,6.12,2.23,2.78,0.28,0.56,0.28,6.82,7.93,10.29,7.51,1.11,6.54,1.25,3.62,10.29,4.17,1.11,1.39,0.42,0,8.21,0,0.14,0.83,4.87,1.95,2.92,0.28,1.81,0.56,15.44,2.78,2.09,1.39,1.39,0.7,0.83,5.01,2.23,2.23,0.42,0.7,0,0.14,0.14,0,0,0,13.77,1.81,6.68,5.56,1.95,1.95,0,0.14,0.42,0,0.42,0,0,0.14,4.17,7.23,0,0.14,1.67,0,0.42,0,0.42,0.14,0,14.33
697,Kucinich,Representative,19-Sep-02,House,Iraq,0,D,697,Kucinich,9,19,2,629,17.97,21.94,82.35,56.44,12.08,4.61,0.32,2.38,0.64,0,1.27,7.47,10.02,14.15,10.33,2.07,8.74,1.43,3.18,14.63,2.86,1.75,1.11,1.11,0,6.84,0,0,0.64,7.79,2.07,5.72,0.32,5.09,0,15.74,2.38,1.11,1.43,2.38,2.23,1.27,3.5,2.7,0.79,0.16,0.64,0,0,0,0,0,0,11.61,1.59,6.2,3.66,2.38,2.86,0,0.32,0.64,0.32,1.75,0,0,0,5.41,4.77,0.48,0.16,0.32,0,0.79,0,1.43,0,0.16,13.51
589,DeFazio,Representative,25-Sep-02,House,Iraq,0,D,589,DeFazio,9,25,2,680,34,36.62,68.68,44.56,7.5,2.65,0.88,0.59,0,0.29,0.88,4.85,8.82,8.24,6.47,1.47,4.26,1.32,2.06,12.5,4.56,1.32,2.79,0.15,0,3.24,0,0.15,0.44,6.47,1.76,4.71,0.15,4.56,0,13.53,1.47,2.21,0.74,2.06,1.47,0.59,4.26,1.76,0.44,0,0.29,0.15,0.15,0,0.15,0,0,9.26,1.32,5,3.09,3.53,3.82,0.88,0.15,0,0.74,0.74,0,0.15,0.29,4.41,7.65,0.15,0.29,0,0,0.15,0,1.91,0,0,14.56
634,Gibbons,Representative,25-Sep-02,House,Iraq,1,R,634,Gibbons,9,25,2,164,13.67,31.71,68.9,42.07,6.71,4.27,0.61,1.83,0,0,1.83,2.44,7.93,12.2,7.32,1.83,4.88,1.83,1.22,10.37,6.1,2.44,1.22,0,0,6.71,0,0,1.22,4.27,0.61,3.66,0,1.83,1.22,22.56,1.83,4.27,3.66,1.22,4.88,1.22,5.49,3.66,1.83,0,1.83,0,0,0,0,0,0,10.37,1.22,4.27,4.88,3.66,3.05,0,0,0,0.61,0,1.22,0,0,14.63,6.71,0,0,0,0,0,0,0.61,0,0,21.95
635,Wu,Representative,25-Sep-02,House,Iraq,0,D,635,Wu,9,25,2,128,18.29,33.59,71.09,39.84,7.81,6.25,3.12,2.34,0,0.78,0,1.56,7.03,9.38,4.69,2.34,4.69,0.78,3.12,9.38,6.25,0.78,0.78,0,0,7.81,0.78,0.78,1.56,8.59,1.56,7.03,1.56,4.69,0.78,17.97,0.78,2.34,3.12,3.91,2.34,1.56,4.69,3.91,1.56,0,1.56,0,0,0,0,0,0,8.59,1.56,3.91,3.12,3.12,2.34,0,0.78,0.78,0.78,3.12,0.78,0,0,7.03,10.94,0.78,0,0,0,0,0,4.69,0,0,23.44
645,Grucci,Representative,25-Sep-02,House,Iraq,1,R,645,Grucci,9,25,2,587,16.31,36.8,66.95,35.26,5.28,2.9,0.68,1.7,0,0.34,0.17,2.39,3.75,12.44,5.45,1.7,3.92,1.7,1.7,14.48,3.07,1.36,1.87,0,0,5.62,0,0,0.34,8.01,2.21,5.79,1.36,3.58,0.51,15.67,2.73,2.04,1.02,0.85,1.53,3.24,3.07,1.7,0.68,0.17,0.34,0,0,0,0,0,0,16.18,3.24,5.62,7.33,1.87,1.7,0,0,0.17,0,0.51,0.17,0,0,6.47,6.47,0.17,0,0,0,0.17,0,0.68,0,0,13.97
1125,UdallNM,Representative,1-Oct-02,House,Iraq,0,D,1125,UdallNM,10,1,2,794,14.18,29.97,80.1,49.5,11.46,6.8,2.27,3.65,0,0.38,0.5,4.66,8.94,12.22,8.06,2.02,6.42,2.39,2.14,13.35,3.53,1.76,2.14,0.25,0,8.69,0,0.25,0.38,8.94,2.52,6.17,1.51,3.53,0.76,17.63,3.4,2.14,1.76,2.27,0.88,1.26,5.54,1.64,0.88,0.25,0.63,0,0.38,0,0.38,0,0,10.83,1.89,5.42,3.53,3.65,4.28,0.38,0.13,0.38,0.25,1.39,0.13,0.13,0.13,6.17,3.15,0,0,1.13,0,0.13,0,0,0,0,10.58
698,Kucinich,Representative,3-Oct-02,House,Iraq,0,D,698,Kucinich,10,3,2,7180,25.37,26.59,78.98,50.45,9.25,3.18,0.63,1.91,0.04,0.08,0.52,6.07,9.33,11.02,6.5,1.25,6.43,1.06,2.1,15.85,5.21,1.2,1.59,0.56,0.01,7.06,0.06,0.06,1.71,6.57,3.04,3.54,0.43,2.74,0.22,16.85,2.65,2.31,1.48,1.39,1.56,1.38,5.17,1.87,1.16,0.29,0.71,0.08,0.38,0.18,0.11,0.08,0.01,12.2,1.57,7.24,3.08,2.8,2.51,0.19,0.15,0.36,0.22,0.63,0.06,0.06,0.03,5.21,6.28,0.18,0.22,0.11,0,0.45,0,1.82,0.43,0.13,15.26
678,Kaptur,Representative,7-Oct-02,House,Iraq,0,D,678,Kaptur,10,7,2,775,25,24,71.35,47.61,12.26,5.81,2.32,2.06,0,0.65,0.77,6.45,7.74,10.84,5.42,4.65,4.26,0.9,3.61,13.42,5.68,0.39,1.03,0.52,0,7.61,0.13,0.26,0,3.74,2.06,1.68,0.26,1.29,0.13,11.23,1.55,1.42,1.16,1.29,1.42,0.26,4.26,1.42,1.16,0.65,0.13,0.13,0.26,0.26,0,0,0,13.29,1.29,5.29,6.58,4.52,2.97,0.26,0.52,0.9,0.13,0.39,0,0,0,2.84,8.26,0,0.26,1.94,0,0.39,0,0.77,0,0,14.45
770,McNulty,Representative,8-Oct-02,House,Iraq,1,D,770,McNulty,10,8,2,435,15,21.61,80.69,52.87,12.18,7.59,2.99,1.38,0,2.3,0.92,4.6,8.74,14.48,7.36,2.99,6.9,1.15,3.22,15.86,3.91,0.46,3.22,0.46,0,10.11,0.92,0.46,1.61,4.6,1.38,3.22,0.23,2.07,0.46,11.49,1.61,1.84,0.46,2.3,1.15,0.23,3.68,0.46,2.76,0.46,2.3,0,1.15,0.23,0.92,0,0,15.86,1.61,6.44,7.59,2.07,2.99,0.69,0.69,0.23,0,1.61,0,0,0,7.36,5.06,0,0,0.23,0,0.23,0,2.76,0,0,15.63
771,Pitts,Representative,8-Oct-02,House,Iraq,1,R,771,Pitts,10,8,2,203,15.62,17.73,82.27,55.67,12.32,5.91,0.99,2.46,0,2.46,0,6.4,10.34,15.27,10.84,3.94,9.36,0,2.96,11.82,2.96,2.46,2.96,0,0,8.37,0,0,1.48,9.85,2.46,7.39,0.49,6.9,0,14.29,0.99,1.97,0.49,1.97,0,1.97,3.94,3.45,1.97,0.49,1.48,0,0,0,0,0,0,9.85,0,3.94,5.91,0.99,2.96,0,0,0,0,0.49,0,0.49,0,6.9,2.96,0,1.48,0.49,0,0.99,0,0,0,0,12.81
1223,Aderholt,Representative,9-Oct-02,House,Iraq,1,R,1223,Aderholt,10,9,2,426,19.36,28.17,79.34,47.89,9.62,4.69,1.41,1.41,0.23,1.41,0.23,4.93,8.45,11.27,6.81,2.11,4.93,1.88,4.23,11.97,4.93,1.17,2.35,0.23,0,7.04,0,0.23,1.64,5.16,2.11,3.05,0.47,2.11,0.23,17.14,2.82,0.7,2.82,2.11,1.64,0.7,5.87,2.35,0.94,0.47,0.47,0,0.47,0,0,0,0.47,14.55,2.82,4.46,7.04,3.05,2.58,0.7,0.7,0.7,0.23,0.47,0.23,0,0.23,5.63,5.16,0,0,0,0,0.47,0,1.17,0,0,12.44
1224,Bass,Representative,9-Oct-02,House,Iraq,1,R,1224,Bass,10,9,2,288,20.57,34.38,79.86,47.92,11.81,7.29,2.43,3.82,0,1.04,0,4.51,6.6,10.07,6.25,0.69,7.64,1.04,1.04,14.93,3.47,0.35,3.47,0.69,0,8.33,0,0,1.74,9.03,6.6,2.43,0.35,1.04,0.35,19.79,4.51,3.47,0.69,1.04,2.78,2.43,4.86,1.04,1.39,0,1.39,0,0,0,0,0,0,11.46,2.43,5.21,3.82,3.47,5.21,0,1.04,0,0.35,0,0,0,0,5.21,4.17,0,0.35,0,0,0.35,0,1.04,0,0,11.11
1225,Boehner,Representative,9-Oct-02,House,Iraq,1,R,1225,Boehner,10,9,2,595,22.88,26.72,79.5,50.92,12.61,7.23,2.52,3.53,0,1.18,0,5.38,7.9,9.58,6.05,1.01,6.39,0.84,2.52,14.12,5.88,1.51,1.34,1.18,0,8.24,0,0.17,1.34,7.56,4.03,3.36,0.84,2.02,0,17.31,2.52,2.69,1.68,1.01,1.85,1.18,5.04,2.52,1.68,0.34,1.34,0,0.67,0.67,0,0,0,11.6,1.51,4.87,4.87,2.18,3.53,0,0.67,0.17,0.34,0.17,0,0,0,4.37,4.37,0,0,0.5,0,0,0,2.69,0,0,11.93
1226,Borski,Representative,9-Oct-02,House,Iraq,1,D,1226,Borski,10,9,2,1010,24.05,28.22,77.43,49.31,12.57,8.12,2.08,4.65,0,1.29,0.1,4.46,6.34,11.09,8.22,1.09,6.14,2.38,1.98,12.67,5.35,1.29,1.88,0.4,0,9.01,0.2,0,0.99,8.51,3.76,4.75,0.69,3.17,0.3,19.11,2.67,1.88,2.08,1.58,1.58,2.18,7.13,1.98,0.2,0.1,0.1,0,0.59,0.3,0.3,0,0,12.57,2.18,6.04,3.96,2.67,2.67,0.3,0.3,0.3,0.4,0.4,0,0,0,5.15,5.35,0,0,0.1,0,0.5,0,0.99,0,0,12.08
1227,Boyd,Representative,9-Oct-02,House,Iraq,1,D,1227,Boyd,10,9,2,485,25.53,30.72,77.53,46.39,11.13,5.57,1.65,2.89,0,0.82,0.21,5.57,7.01,12.37,6.39,0.62,8.45,2.06,1.24,12.99,5.98,1.24,1.03,0.41,0,6.6,0.21,0,0.62,8.66,3.09,5.57,0.82,3.3,0.21,20.41,2.68,3.71,3.3,2.27,1.65,1.86,5.15,2.47,0.82,0.21,0.21,0.41,0.21,0,0.21,0,0,9.28,2.06,3.71,3.51,3.51,4.33,0,0,0,0,1.03,0.21,0,0.21,4.74,3.71,0,0.21,0,0,0.41,0,0.62,0,0,9.69
1228,BrownFL,Representative,9-Oct-02,House,Iraq,0,D,1228,BrownFL,10,9,2,1759,18.32,28.54,75.78,47.75,9.1,5.12,1.42,2.9,0.11,0.34,0.34,3.98,8.41,11.09,7.62,0.85,6.25,2.05,1.99,13.36,4.38,1.59,1.93,0.74,0,7.5,0,0.23,1.48,5.86,2.62,3.24,0.4,2.16,0.34,16.26,2.27,1.93,1.65,1.59,1.14,1.14,5.74,2.27,1.14,0.23,0.85,0.06,0.34,0.06,0.28,0,0,12.22,1.82,4.89,5.06,3.58,2.56,0.23,0.28,1.08,0.28,0.74,0.11,0,0,6.08,5.69,0.11,0.11,0.85,0,0.85,0,0.68,0,0.06,14.44
1229,Buyer,Representative,9-Oct-02,House,Iraq,1,R,1229,Buyer,10,9,2,828,16.9,23.07,81.52,54.23,13.77,9.78,3.5,0.97,0.36,2.54,2.42,3.99,7.37,12.68,8.21,3.5,5.92,1.69,2.42,14.49,6.64,0.85,1.21,1.09,0,12.08,0.12,0.6,1.57,8.09,3.26,4.71,1.09,3.14,0.24,16.3,1.93,1.93,1.69,1.81,2.05,1.21,4.71,1.93,1.45,0.12,0.85,0.48,0.72,0.48,0.24,0,0,11.23,1.21,6.52,3.5,1.33,1.21,0.48,0.12,0.48,0.12,1.33,0.12,0.12,0.24,5.8,7.97,0.24,0.12,0.36,0,0.72,0,1.45,0,0,16.67
1230,Camp,Representative,9-Oct-02,House,Iraq,1,R,1230,Camp,10,9,2,1078,15.18,26.62,78.57,47.77,9.55,6.22,0.56,3.43,0,1.76,0.46,3.34,8.53,11.41,6.96,2.69,6.59,0.83,2.04,11.97,5.19,1.76,1.67,0.74,0,9.83,0,0,1.86,9.65,3.99,5.57,0.56,4.55,0.28,18.46,1.67,2.32,1.76,2.04,1.86,1.86,6.03,2.97,1.11,0.19,0.74,0.09,0.37,0.28,0,0,0.09,9.83,1.48,4.08,3.9,2.41,2.97,0.37,0.09,0.93,0.19,0.83,0,0,0,8.26,5.66,0.09,0.19,0.09,0,0.56,0,1.39,0.09,0,16.42
1231,Capuano,Representative,9-Oct-02,House,Iraq,0,D,1231,Capuano,10,9,2,881,13.35,28.15,76.28,48.35,11.8,6.7,1.14,3.18,0.11,0.68,1.59,5.11,5.33,11.35,7.38,1.02,7.83,1.02,2.84,11.46,5.56,1.25,3.63,1.14,0,8.17,0,0.23,1.14,7.72,2.84,4.88,0.45,3.86,0,17.59,2.27,2.95,1.25,1.82,2.5,0.79,5.45,1.93,0.34,0,0.34,0,0.68,0.11,0.57,0,0,12.15,1.02,4.65,6.13,3.41,3.52,0,0.57,0.45,0.34,0.57,0,0.11,0,6.81,4.65,0,0.11,1.02,0,0.68,0,2.04,0,0,15.32
1232,Carson,Representative,9-Oct-02,House,Iraq,1,D,1232,Carson,10,9,2,1422,22.57,28.34,73.7,48.31,9.35,4.36,0.35,2.46,0,1.27,0.28,4.99,7.81,10.69,7.24,1.48,6.19,1.48,2.67,12.8,4.99,2.18,2.46,1.05,0.07,6.75,0,0.35,0.84,6.96,2.53,4.43,0.49,3.23,0.35,15.68,1.48,2.18,1.83,2.11,1.2,0.77,4.22,2.74,0.7,0.21,0.35,0.07,0.49,0.28,0.14,0,0.07,10.48,0.98,4.78,4.71,2.11,2.95,0.35,0.56,0.63,0.21,1.62,0.28,0.07,0.07,5.13,6.4,0.14,0.49,0.35,0,0.63,0,2.6,0.07,0.21,16.1
1233,Costello,Representative,9-Oct-02,House,Iraq,0,D,1233,Costello,10,9,2,614,19.81,29.8,75.41,47.23,7.98,5.54,2.28,2.44,0,0.33,0.49,2.44,9.61,9.28,6.19,0.81,6.84,0.98,1.47,13.68,5.37,0.65,2.77,0.33,0,7.98,0.81,0,1.14,4.72,1.63,3.09,0.16,2.12,0.16,17.1,3.75,2.93,0.98,2.28,1.3,1.47,5.05,1.3,1.3,0.49,0.81,0,0.33,0.16,0.16,0,0,12.87,3.09,5.37,3.91,3.26,3.42,0.49,0,0,0.16,0.65,0.16,0.16,0,6.19,4.23,0.16,0,0,0.16,0.16,0,1.63,0,0,12.54
